pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-expert,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-expert,112.3,112.0,-0.3,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-medium-expert,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-medium-expert,111.6,111.6,0.0,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-medium-replay,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-medium-replay,77.3,87.0,9.7,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-full-replay,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-full-replay,102.2,103.5,1.3,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-random,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-random,18.4,5.6,-12.8,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.0""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-medium,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-medium,82.5,84.8,2.3,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-expert,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-expert,112.3,112.2,-0.1,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-medium-expert,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-medium-expert,111.6,110.9,-0.7,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-medium-replay,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-medium-replay,77.3,71.7,-5.6,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|walker2d-full-replay,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),walker2d-full-replay,102.2,97.7,-4.5,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2310.03022|DC|embedding_dim=128|hopper-medium,2310.03022|DC|embedding_dim=128,2310.03022,d4rl,DC,DC,embedding_dim=128,hopper-medium,92.5,69.7,-22.8,"variant: embedding_dim=128; conditions: {""embedding_dim"": ""128"", ""context_length_K"": ""8""}; notes: Columns: DT-128, DT-256, DC-128, DC-256. DC-256 (92.5) equals Table 1 main.",Table 5 vs main Table 1
2310.03022|DC|embedding_dim=128|hopper-medium-replay,2310.03022|DC|embedding_dim=128,2310.03022,d4rl,DC,DC,embedding_dim=128,hopper-medium-replay,94.2,88.2,-6.0,"variant: embedding_dim=128; conditions: {""embedding_dim"": ""128"", ""context_length_K"": ""8""}; notes: Columns: DT-128, DT-256, DC-128, DC-256. DC-256 (94.2) equals Table 1 main.",Table 5 vs main Table 1
2310.03022|DC|action information included (action O)|hopper-medium-replay,2310.03022|DC|action information included (action O),2310.03022,d4rl,DC,DC,action information included (action O),hopper-medium-replay,94.2,88.7,-5.5,"variant: action information included (action O); conditions: {""action_tokens_included"": ""yes"", ""context_length_K"": ""8""}; notes: Column pairs DT(O,X) DC(O,X) ODT(O,X) ODC(O,X). 'X' (action excluded) = 94.2 matches Table 1 main, implying main DC hopper-medium-replay excludes action information.",Table 12 vs main Table 1
2310.03022|DC|1-filter DC|hopper-medium,2310.03022|DC|1-filter DC,2310.03022,d4rl,DC,DC,1-filter DC,hopper-medium,92.5,88.3,-4.2,"variant: 1-filter DC; conditions: {""num_filters"": ""1"", ""context_length_K"": ""8"", ""filter_length_L"": ""6""}; notes: Single unified filter instead of separate RTG/state/action filters. Note Table 17 3-filter DC hopper-medium-replay = 94.1 whereas Table 1 = 94.2 (minor inconsistency in paper).",Table 17 vs main Table 1
2310.03022|DC|1-filter DC|walker2d-medium,2310.03022|DC|1-filter DC,2310.03022,d4rl,DC,DC,1-filter DC,walker2d-medium,79.2,77.6,-1.6,"variant: 1-filter DC; conditions: {""num_filters"": ""1"", ""context_length_K"": ""8"", ""filter_length_L"": ""6""}; notes: Single unified filter instead of separate RTG/state/action filters. Note Table 17 3-filter DC hopper-medium-replay = 94.1 whereas Table 1 = 94.2 (minor inconsistency in paper).",Table 17 vs main Table 1
2310.03022|DC|1-filter DC|hopper-medium-replay,2310.03022|DC|1-filter DC,2310.03022,d4rl,DC,DC,1-filter DC,hopper-medium-replay,94.2,89.6,-4.6,"variant: 1-filter DC; conditions: {""num_filters"": ""1"", ""context_length_K"": ""8"", ""filter_length_L"": ""6""}; notes: Single unified filter instead of separate RTG/state/action filters. Note Table 17 3-filter DC hopper-medium-replay = 94.1 whereas Table 1 = 94.2 (minor inconsistency in paper).",Table 17 vs main Table 1
2310.03022|DC|1-filter DC|walker2d-medium-replay,2310.03022|DC|1-filter DC,2310.03022,d4rl,DC,DC,1-filter DC,walker2d-medium-replay,76.6,78.0,1.4,"variant: 1-filter DC; conditions: {""num_filters"": ""1"", ""context_length_K"": ""8"", ""filter_length_L"": ""6""}; notes: Single unified filter instead of separate RTG/state/action filters. Note Table 17 3-filter DC hopper-medium-replay = 94.1 whereas Table 1 = 94.2 (minor inconsistency in paper).",Table 17 vs main Table 1
"2310.03022|DC|K=8, L=3|hopper-medium","2310.03022|DC|K=8, L=3",2310.03022,d4rl,DC,DC,"K=8, L=3",hopper-medium,92.5,83.5,-9.0,"variant: K=8, L=3; conditions: {""context_length_K"": ""8"", ""filter_length_L"": ""3""}; notes: Grid: rows K in {8,20}, columns L in {3,6,30}. K=8,L=6 = 92.5 = main (not duplicated). K=8,L=30 is '-' (not run).",Table 18 vs main Table 1
"2310.03022|DC|K=20, L=3|hopper-medium","2310.03022|DC|K=20, L=3",2310.03022,d4rl,DC,DC,"K=20, L=3",hopper-medium,92.5,90.1,-2.4,"variant: K=20, L=3; conditions: {""context_length_K"": ""20"", ""filter_length_L"": ""3""}; notes: Grid: rows K in {8,20}, columns L in {3,6,30}. K=8,L=6 = 92.5 = main (not duplicated). K=8,L=30 is '-' (not run).",Table 18 vs main Table 1
"2310.03022|DC|K=20, L=6|hopper-medium","2310.03022|DC|K=20, L=6",2310.03022,d4rl,DC,DC,"K=20, L=6",hopper-medium,92.5,94.2,1.7,"variant: K=20, L=6; conditions: {""context_length_K"": ""20"", ""filter_length_L"": ""6""}; notes: Grid: rows K in {8,20}, columns L in {3,6,30}. K=8,L=6 = 92.5 = main (not duplicated). K=8,L=30 is '-' (not run).",Table 18 vs main Table 1
"2310.03022|DC|K=20, L=30|hopper-medium","2310.03022|DC|K=20, L=30",2310.03022,d4rl,DC,DC,"K=20, L=30",hopper-medium,92.5,93.5,1.0,"variant: K=20, L=30; conditions: {""context_length_K"": ""20"", ""filter_length_L"": ""30""}; notes: Grid: rows K in {8,20}, columns L in {3,6,30}. K=8,L=6 = 92.5 = main (not duplicated). K=8,L=30 is '-' (not run).",Table 18 vs main Table 1
2310.03022|ODC|action information included (action O)|hopper-medium-replay,2310.03022|ODC|action information included (action O),2310.03022,d4rl,ODC,ODC,action information included (action O),hopper-medium-replay,94.1,90.1,-4.0,"variant: action information included (action O); conditions: {""action_tokens_included"": ""yes"", ""context_length_K"": ""8""}; notes: ODC action O = 90.1; ODC action X = 94.1 matches Table 1 main.",Table 12 vs main Table 1
2401.02644|HD-DA|K=1|halfcheetah-medium-expert,2401.02644|HD-DA|K=1,2401.02644,d4rl,HD-DA,HD-DA,K=1,halfcheetah-medium-expert,92.5,88.9,-3.6,"variant: K=1; conditions: {""K"": ""1"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""n/a (K=1 reduces to flat Diffuser)"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'K1 (Diffuser default)'; values identical to Diffuser column in Table 2 — this is the flat Diffuser baseline reproduced by the authors, listed here only because Table 8 frames it as the K ablation. std = standard error over 5 seeds.",Table 8 vs main Table 2
2401.02644|HD-DA|K=8|halfcheetah-medium-expert,2401.02644|HD-DA|K=8,2401.02644,d4rl,HD-DA,HD-DA,K=8,halfcheetah-medium-expert,92.5,91.5,-1.0,"variant: K=8; conditions: {""K"": ""8"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""K+1 = 9"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'HD-K8'; std = standard error over 5 seeds. HD-K4 (default) column duplicates Table 2 main rows and is not re-emitted.",Table 8 vs main Table 2
2401.02644|HD-DA|K=1|hopper-medium-expert,2401.02644|HD-DA|K=1,2401.02644,d4rl,HD-DA,HD-DA,K=1,hopper-medium-expert,115.3,103.3,-12.0,"variant: K=1; conditions: {""K"": ""1"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""n/a (K=1 reduces to flat Diffuser)"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'K1 (Diffuser default)'; values identical to Diffuser column in Table 2 — this is the flat Diffuser baseline reproduced by the authors, listed here only because Table 8 frames it as the K ablation. std = standard error over 5 seeds.",Table 8 vs main Table 2
2401.02644|HD-DA|K=8|hopper-medium-expert,2401.02644|HD-DA|K=8,2401.02644,d4rl,HD-DA,HD-DA,K=8,hopper-medium-expert,115.3,113.0,-2.3,"variant: K=8; conditions: {""K"": ""8"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""K+1 = 9"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'HD-K8'; std = standard error over 5 seeds. HD-K4 (default) column duplicates Table 2 main rows and is not re-emitted.",Table 8 vs main Table 2
2401.02644|HD-DA|K=1|walker2d-medium-expert,2401.02644|HD-DA|K=1,2401.02644,d4rl,HD-DA,HD-DA,K=1,walker2d-medium-expert,107.1,106.9,-0.2,"variant: K=1; conditions: {""K"": ""1"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""n/a (K=1 reduces to flat Diffuser)"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'K1 (Diffuser default)'; values identical to Diffuser column in Table 2 — this is the flat Diffuser baseline reproduced by the authors, listed here only because Table 8 frames it as the K ablation. std = standard error over 5 seeds.",Table 8 vs main Table 2
2401.02644|HD-DA|K=8|walker2d-medium-expert,2401.02644|HD-DA|K=8,2401.02644,d4rl,HD-DA,HD-DA,K=8,walker2d-medium-expert,107.1,107.6,0.5,"variant: K=8; conditions: {""K"": ""8"", ""H_high_level"": ""32"", ""low_level_sequence_length"": ""K+1 = 9"", ""guidance_scale"": ""selected from {0.1, 0.01, 0.001, 0.0001}""}; notes: column header 'HD-K8'; std = standard error over 5 seeds. HD-K4 (default) column duplicates Table 2 main rows and is not re-emitted.",Table 8 vs main Table 2
