board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2109.13432,60.8,52.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2404.03527,58.4,55.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,1707.08254,50.7,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.01384,2309.13635,22.1,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2107.13800,2409.15117,42.6,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2409.15117,40.84,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2404.03527,2309.13635,55.0,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2107.13800,50.4,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2307.15362,40.84,46.43,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2011.02572,55.3,50.7,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2207.04526,37.3,53.34,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,1707.06426,49.4,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2308.06024,50.4,49.4,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,2307.12349,49.62,55.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2101.07422,2311.05770,45.0,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2201.01427,2409.15117,52.5,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.06989,2308.12320,41.51,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,1905.10089,49.4,48.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,2107.13800,49.62,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2311.05709,44.5,60.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2107.02575,50.4,48.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2312.00360,53.5,59.3,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2404.03527,46.5,55.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,2210.00923,49.62,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2312.00360,2002.02200,59.3,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2206.08927,37.3,40.84,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2307.12349,48.88,55.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.13635,2002.02200,59.02,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2107.02575,37.3,48.1,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,1905.10089,37.3,48.3,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2311.05770,43.9,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.01678,2109.13432,56.0,52.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05770,2308.12320,58.08,55.8,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2312.00360,2109.13432,59.3,52.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.12320,2109.13432,55.8,52.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2404.03527,37.3,55.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2002.02200,2311.05770,33.49,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,2307.12349,48.3,55.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2109.13432,48.45,52.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2310.07669,60.8,50.7,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2204.00102,37.3,51.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,2201.01427,49.4,52.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2206.02425,50.7,48.45,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2101.07422,46.5,45.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2309.13635,50.4,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2304.08028,48.45,49.62,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2310.11031,2112.07517,97.4,86.6,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,2205.13913,87.35,87.87,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,2211.14058,72.08,86.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.07517,2109.02038,86.6,84.23,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2310.08255,96.8,96.68,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.04600,2109.02038,96.1,84.23,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,2112.09802,72.08,87.35,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2012.09382,2003.06054,82.39,83.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1902.00113,2109.02038,81.5,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,2003.00688,70.01,71.14,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,2102.08604,97.0,88.1,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.06054,2203.04600,83.1,96.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2007.03304,1907.04275,82.8,86.64,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2104.02008,96.8,83.7,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.02008,2110.10832,83.7,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.07517,2102.08604,86.6,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2309.12530,1907.04275,90.2,86.64,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06256,1907.04275,70.2,86.64,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1907.04275,2206.04046,86.64,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2102.08604,1812.08974,88.1,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2109.02038,2206.04046,84.23,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2109.02038,2110.10832,84.23,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1608.06019,2206.04046,67.37,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,1608.06019,72.08,67.37,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2012.09382,1903.06256,82.39,70.2,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06864,2212.07101,80.51,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1608.06019,2110.10832,67.37,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.14058,2212.07101,86.4,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1910.11645,2109.02934,83.25,86.9,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.02008,2109.02934,83.7,86.9,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1910.11645,2112.07517,83.25,86.6,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,2109.02038,79.4,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,2212.07101,87.35,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,2211.14058,87.35,86.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1902.00113,1812.08974,81.5,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2109.02934,2109.02038,86.9,84.23,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,1804.10745,96.8,80.7,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06256,2109.02038,70.2,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,1608.06019,79.4,67.37,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.00688,2212.07101,71.14,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2007.03304,1709.10190,82.8,79.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.07876,2212.07101,84.69,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.04600,2102.08604,96.1,88.1,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,2010.01007,79.4,82.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,2211.14058,70.01,86.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2109.02934,2102.08604,86.9,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,1709.10190,70.01,79.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1804.10745,2310.08255,80.7,96.68,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1902.00113,1804.10745,81.5,80.7,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.10789,1709.10190,96.8,79.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,1909.08245,96.8,84.46,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2205.13913,2309.12530,87.87,90.2,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,2205.13913,79.4,87.87,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1910.11645,1812.08974,83.25,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,1907.04275,84.4,86.64,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,2102.08604,87.35,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,2309.12530,97.0,90.2,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2012.09382,1909.08245,82.39,84.46,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,1812.08974,97.0,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2102.08604,2110.10832,88.1,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2109.02934,1911.07661,86.9,81.83,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,2109.02934,79.4,86.9,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06256,2010.01007,70.2,82.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1709.10190,2003.06054,79.4,83.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.00688,2109.02038,71.14,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,2109.02038,84.4,84.23,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.10789,1907.04275,96.8,86.64,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2309.12530,96.8,90.2,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,2104.02008,88.6,83.7,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06864,2101.09060,80.51,84.32,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.00688,1709.10190,71.14,79.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,2012.09382,87.35,82.39,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.09802,1812.08974,87.35,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2212.07101,2206.04046,88.63,88.1,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2212.07101,1907.04275,88.63,86.64,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1909.08245,2212.07101,84.46,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,2212.07101,70.01,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.00688,2102.08604,71.14,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.07876,2211.14058,84.69,86.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,2212.07101,88.6,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.00688,2309.12530,71.14,90.2,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.10789,1903.06864,96.8,80.51,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,1812.08974,84.4,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.07661,2310.08255,81.83,96.68,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.07876,1902.00113,84.69,81.5,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,1909.08245,70.01,84.46,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.07876,1812.08974,84.69,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,1608.06019,97.0,67.37,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1608.06019,1812.08974,67.37,69.45,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2104.02008,2112.07517,83.7,86.6,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,1804.10745,97.0,80.7,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06256,2003.00688,70.2,71.14,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,2110.10832,70.01,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2112.07517,2310.08255,86.6,96.68,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,1709.10190,88.6,79.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.06054,2212.07101,83.1,88.63,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,2109.02934,84.4,86.9,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,2206.04046,72.08,88.1,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.14058,2310.08255,86.4,96.68,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,1903.06256,84.4,70.2,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1710.03463,1911.07661,70.01,81.83,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1910.11645,1709.10190,83.25,79.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2007.03304,2205.13913,82.8,87.87,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1608.06019,2310.08255,67.37,96.68,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1804.10745,2109.02038,80.7,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06864,2309.12530,80.51,90.2,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,1910.11645,84.4,83.25,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2101.09060,96.8,84.32,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2007.03304,2104.02008,82.8,83.7,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2101.09060,2109.02038,84.32,84.23,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.10789,1608.06019,96.8,67.37,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2007.03304,2109.02038,82.8,84.23,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2010.01007,96.8,82.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,1902.00113,88.6,81.5,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,2110.10832,84.4,95.8,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2003.06054,1812.08974,83.1,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,1911.08731,72.08,84.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,2101.09060,97.0,84.32,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1905.13549,2104.02008,72.08,83.7,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.16175,2112.07517,96.8,86.6,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2211.14058,2205.13913,86.4,87.87,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,1909.08245,97.0,84.46,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06256,2101.09060,70.2,84.32,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1909.08245,1812.08974,84.46,69.45,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1911.08731,2310.11031,84.4,97.4,0
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,2003.06054,88.6,83.1,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2404.19286,2212.07101,97.0,88.63,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,2203.01522,2010.01007,88.6,82.4,1
Domain Generalization | PACS,Domain Generalization,PACS,Average Accuracy,False,1903.06864,1812.08974,80.51,69.45,1
